ChromatogramRI		ChromatogramUV		Calibration CurveRI	
9.14333	1.924	9.14333	2.820	9.14333	5.217
9.14500	1.938	9.14500	2.824	9.14500	5.216
9.14667	1.938	9.14667	2.829	9.14667	5.215
9.14833	1.938	9.14833	2.834	9.14833	5.214
9.15000	1.944	9.15000	2.841	9.15000	5.213
9.15167	1.944	9.15167	2.845	9.15167	5.212
9.15333	1.949	9.15333	2.851	9.15333	5.211
9.15500	1.955	9.15500	2.857	9.15500	5.210
9.15667	1.966	9.15667	2.863	9.15667	5.209
9.15833	1.981	9.15833	2.870	9.15833	5.208
9.16000	1.992	9.16000	2.876	9.16000	5.207
9.16167	1.997	9.16167	2.882	9.16167	5.206
9.16333	2.002	9.16333	2.889	9.16333	5.205
9.16500	2.007	9.16500	2.892	9.16500	5.204
9.16667	2.006	9.16667	2.897	9.16667	5.203
9.16833	2.006	9.16833	2.901	9.16833	5.202
9.17000	2.010	9.17000	2.906	9.17000	5.201
9.17167	2.014	9.17167	2.912	9.17167	5.200
9.17333	2.030	9.17333	2.919	9.17333	5.199
9.17500	2.044	9.17500	2.927	9.17500	5.198
9.17667	2.058	9.17667	2.934	9.17667	5.197
9.17833	2.068	9.17833	2.940	9.17833	5.196
9.18000	2.078	9.18000	2.948	9.18000	5.195
9.18167	2.082	9.18167	2.954	9.18167	5.194
9.18333	2.081	9.18333	2.961	9.18333	5.193
9.18500	2.084	9.18500	2.967	9.18500	5.192
9.18667	2.089	9.18667	2.972	9.18667	5.191
9.18833	2.098	9.18833	2.978	9.18833	5.190
9.19000	2.113	9.19000	2.980	9.19000	5.189
9.19167	2.129	9.19167	2.984	9.19167	5.188
9.19333	2.139	9.19333	2.991	9.19333	5.187
9.19500	2.149	9.19500	2.998	9.19500	5.186
9.19667	2.159	9.19667	3.005	9.19667	5.185
9.19833	2.160	9.19833	3.012	9.19833	5.183
9.20000	2.155	9.20000	3.020	9.20000	5.182
9.20167	2.156	9.20167	3.025	9.20167	5.181
9.20333	2.157	9.20333	3.031	9.20333	5.180
9.20500	2.167	9.20500	3.038	9.20500	5.179
9.20667	2.182	9.20667	3.043	9.20667	5.178
9.20833	2.203	9.20833	3.050	9.20833	5.177
9.21000	2.208	9.21000	3.057	9.21000	5.176
9.21167	2.218	9.21167	3.063	9.21167	5.175
9.21333	2.218	9.21333	3.068	9.21333	5.174
9.21500	2.224	9.21500	3.075	9.21500	5.173
9.21667	2.229	9.21667	3.082	9.21667	5.172
9.21833	2.234	9.21833	3.086	9.21833	5.171
9.22000	2.238	9.22000	3.092	9.22000	5.170
9.22167	2.257	9.22167	3.095	9.22167	5.169
9.22333	2.272	9.22333	3.099	9.22333	5.168
9.22500	2.282	9.22500	3.104	9.22500	5.167
9.22667	2.293	9.22667	3.112	9.22667	5.166
9.22833	2.297	9.22833	3.118	9.22833	5.165
9.23000	2.297	9.23000	3.123	9.23000	5.164
9.23167	2.298	9.23167	3.129	9.23165	5.163
9.23333	2.298	9.23333	3.136	9.23333	5.162
9.23500	2.304	9.23500	3.143	9.23500	5.161
9.23667	2.314	9.23667	3.148	9.23667	5.160
9.23833	2.325	9.23833	3.154	9.23833	5.159
9.24000	2.340	9.24000	3.158	9.24000	5.158
9.24167	2.349	9.24167	3.165	9.24167	5.157
9.24333	2.364	9.24333	3.170	9.24332	5.156
9.24500	2.374	9.24500	3.176	9.24500	5.155
9.24667	2.379	9.24667	3.182	9.24667	5.154
9.24833	2.384	9.24833	3.188	9.24833	5.153
9.25000	2.384	9.25000	3.197	9.25000	5.152
9.25167	2.394	9.25167	3.203	9.25167	5.151
9.25333	2.409	9.25333	3.208	9.25333	5.150
9.25500	2.424	9.25500	3.212	9.25498	5.149
9.25667	2.439	9.25667	3.218	9.25667	5.148
9.25833	2.448	9.25833	3.223	9.25833	5.147
9.26000	2.453	9.26000	3.228	9.26000	5.146
9.26167	2.458	9.26167	3.234	9.26167	5.145
9.26333	2.458	9.26333	3.238	9.26333	5.144
9.26500	2.462	9.26500	3.243	9.26500	5.143
9.26667	2.472	9.26667	3.246	9.26667	5.142
9.26833	2.478	9.26833	3.253	9.26833	5.141
9.27000	2.494	9.27000	3.260	9.27000	5.139
9.27167	2.510	9.27167	3.264	9.27167	5.138
9.27333	2.526	9.27333	3.268	9.27333	5.137
9.27500	2.541	9.27500	3.273	9.27500	5.136
9.27667	2.547	9.27667	3.276	9.27667	5.135
9.27833	2.552	9.27833	3.283	9.27833	5.134
9.28000	2.552	9.28000	3.289	9.28000	5.133
9.28167	2.556	9.28167	3.294	9.28167	5.132
9.28333	2.561	9.28333	3.301	9.28333	5.131
9.28500	2.571	9.28500	3.308	9.28500	5.130
9.28667	2.582	9.28667	3.313	9.28667	5.129
9.28833	2.603	9.28833	3.318	9.28833	5.128
9.29000	2.618	9.29000	3.322	9.29000	5.127
9.29167	2.633	9.29167	3.329	9.29167	5.126
9.29333	2.643	9.29333	3.335	9.29333	5.125
9.29500	2.647	9.29500	3.342	9.29500	5.124
9.29667	2.647	9.29667	3.350	9.29667	5.123
9.29833	2.647	9.29833	3.354	9.29833	5.122
9.30000	2.662	9.30000	3.360	9.30000	5.121
9.30167	2.676	9.30167	3.366	9.30167	5.120
9.30333	2.691	9.30333	3.371	9.30333	5.119
9.30500	2.711	9.30500	3.376	9.30500	5.118
9.30667	2.716	9.30667	3.379	9.30667	5.117
9.30833	2.722	9.30833	3.387	9.30833	5.116
9.31000	2.733	9.31000	3.391	9.31000	5.115
9.31167	2.734	9.31167	3.398	9.31167	5.114
9.31333	2.729	9.31333	3.404	9.31333	5.113
9.31500	2.734	9.31500	3.407	9.31500	5.112
9.31667	2.744	9.31667	3.414	9.31667	5.111
9.31833	2.763	9.31833	3.418	9.31833	5.110
9.32000	2.789	9.32000	3.424	9.32000	5.109
9.32167	2.805	9.32167	3.430	9.32167	5.108
9.32333	2.827	9.32333	3.435	9.32333	5.107
9.32500	2.837	9.32500	3.440	9.32500	5.106
9.32667	2.842	9.32667	3.446	9.32667	5.105
9.32833	2.847	9.32833	3.451	9.32833	5.104
9.33000	2.847	9.33000	3.455	9.33000	5.103
9.33167	2.851	9.33167	3.458	9.33167	5.102
9.33333	2.866	9.33333	3.464	9.33333	5.101
9.33500	2.886	9.33500	3.471	9.33500	5.100
9.33667	2.900	9.33667	3.474	9.33667	5.099
9.33833	2.911	9.33833	3.480	9.33833	5.098
9.34000	2.921	9.34000	3.484	9.34000	5.096
9.34167	2.932	9.34167	3.488	9.34167	5.095
9.34333	2.937	9.34333	3.491	9.34333	5.094
9.34500	2.941	9.34500	3.496	9.34500	5.093
9.34667	2.951	9.34667	3.502	9.34667	5.092
9.34833	2.962	9.34833	3.508	9.34833	5.091
9.35000	2.982	9.35000	3.513	9.35000	5.090
9.35167	3.002	9.35167	3.518	9.35167	5.089
9.35333	3.023	9.35333	3.520	9.35333	5.088
9.35500	3.034	9.35500	3.522	9.35500	5.087
9.35667	3.045	9.35667	3.525	9.35665	5.086
9.35833	3.055	9.35833	3.530	9.35833	5.085
9.36000	3.061	9.36000	3.537	9.36000	5.084
9.36167	3.066	9.36167	3.543	9.36167	5.083
9.36333	3.077	9.36333	3.546	9.36333	5.082
9.36500	3.082	9.36500	3.552	9.36500	5.081
9.36667	3.102	9.36667	3.558	9.36667	5.080
9.36833	3.117	9.36833	3.560	9.36832	5.079
9.37000	3.133	9.37000	3.563	9.37000	5.078
9.37167	3.147	9.37167	3.568	9.37167	5.077
9.37333	3.152	9.37333	3.570	9.37333	5.076
9.37500	3.153	9.37500	3.575	9.37500	5.075
9.37667	3.158	9.37667	3.580	9.37667	5.074
9.37833	3.163	9.37833	3.585	9.37833	5.073
9.38000	3.168	9.38000	3.589	9.37998	5.072
9.38167	3.183	9.38167	3.595	9.38167	5.071
9.38333	3.204	9.38333	3.599	9.38333	5.070
9.38500	3.228	9.38500	3.604	9.38500	5.069
9.38667	3.248	9.38667	3.608	9.38667	5.068
9.38833	3.263	9.38833	3.609	9.38833	5.067
9.39000	3.274	9.39000	3.612	9.39000	5.066
9.39167	3.279	9.39167	3.616	9.39167	5.065
9.39333	3.284	9.39333	3.620	9.39333	5.064
9.39500	3.284	9.39500	3.626	9.39500	5.063
9.39667	3.294	9.39667	3.630	9.39667	5.062
9.39833	3.309	9.39833	3.633	9.39833	5.061
9.40000	3.334	9.40000	3.641	9.40000	5.060
9.40167	3.355	9.40167	3.645	9.40167	5.059
9.40333	3.375	9.40333	3.649	9.40333	5.058
9.40500	3.385	9.40500	3.655	9.40500	5.057
9.40667	3.390	9.40667	3.659	9.40667	5.056
9.40833	3.390	9.40833	3.665	9.40833	5.055
9.41000	3.400	9.41000	3.668	9.41000	5.054
9.41167	3.410	9.41167	3.669	9.41167	5.052
9.41333	3.420	9.41333	3.673	9.41333	5.051
9.41500	3.435	9.41500	3.676	9.41500	5.050
9.41667	3.459	9.41667	3.680	9.41667	5.049
9.41833	3.479	9.41833	3.681	9.41833	5.048
9.42000	3.488	9.42000	3.682	9.42000	5.047
9.42167	3.503	9.42167	3.687	9.42167	5.046
9.42333	3.507	9.42333	3.691	9.42333	5.045
9.42500	3.512	9.42500	3.695	9.42500	5.044
9.42667	3.518	9.42667	3.699	9.42667	5.043
9.42833	3.524	9.42833	3.705	9.42833	5.042
9.43000	3.535	9.43000	3.707	9.43000	5.041
9.43167	3.556	9.43167	3.710	9.43167	5.040
9.43333	3.582	9.43333	3.714	9.43333	5.039
9.43500	3.602	9.43500	3.718	9.43500	5.038
9.43667	3.618	9.43667	3.723	9.43667	5.037
9.43833	3.628	9.43833	3.727	9.43833	5.036
9.44000	3.633	9.44000	3.730	9.44000	5.035
9.44167	3.643	9.44167	3.731	9.44167	5.034
9.44333	3.658	9.44333	3.734	9.44333	5.033
9.44500	3.666	9.44500	3.737	9.44500	5.032
9.44667	3.686	9.44667	3.740	9.44667	5.031
9.44833	3.702	9.44833	3.743	9.44833	5.030
9.45000	3.726	9.45000	3.747	9.45000	5.029
9.45167	3.746	9.45167	3.751	9.45167	5.028
9.45333	3.762	9.45333	3.754	9.45333	5.027
9.45500	3.773	9.45500	3.756	9.45500	5.026
9.45667	3.773	9.45667	3.757	9.45667	5.025
9.45833	3.782	9.45833	3.759	9.45833	5.024
9.46000	3.792	9.46000	3.761	9.46000	5.023
9.46167	3.802	9.46167	3.763	9.46167	5.022
9.46333	3.821	9.46333	3.764	9.46333	5.021
9.46500	3.843	9.46500	3.764	9.46500	5.020
9.46667	3.863	9.46667	3.767	9.46667	5.019
9.46833	3.888	9.46833	3.770	9.46833	5.018
9.47000	3.903	9.47000	3.775	9.47000	5.017
9.47167	3.913	9.47167	3.777	9.47167	5.016
9.47333	3.919	9.47333	3.778	9.47333	5.015
9.47500	3.935	9.47500	3.779	9.47500	5.014
9.47667	3.946	9.47667	3.780	9.47667	5.013
9.47833	3.961	9.47833	3.783	9.47833	5.012
9.48000	3.981	9.48000	3.786	9.48000	5.011
9.48167	4.006	9.48167	3.789	9.48165	5.009
9.48333	4.025	9.48333	3.791	9.48333	5.008
9.48500	4.040	9.48500	3.793	9.48500	5.007
9.48667	4.055	9.48667	3.796	9.48667	5.006
9.48833	4.066	9.48833	3.797	9.48833	5.005
9.49000	4.071	9.49000	3.800	9.49000	5.004
9.49167	4.082	9.49167	3.804	9.49167	5.003
9.49333	4.096	9.49333	3.806	9.49332	5.002
9.49500	4.115	9.49500	3.808	9.49500	5.001
9.49667	4.141	9.49667	3.809	9.49667	5.000
9.49833	4.161	9.49833	3.811	9.49833	4.999
9.50000	4.186	9.50000	3.811	9.50000	4.998
9.50167	4.200	9.50167	3.816	9.50167	4.997
9.50333	4.216	9.50333	3.817	9.50333	4.996
9.50500	4.226	9.50500	3.818	9.50498	4.995
9.50667	4.231	9.50667	3.821	9.50667	4.994
9.50833	4.242	9.50833	3.821	9.50833	4.993
9.51000	4.252	9.51000	3.822	9.51000	4.992
9.51167	4.267	9.51167	3.824	9.51167	4.991
9.51333	4.293	9.51333	3.826	9.51333	4.990
9.51500	4.324	9.51500	3.829	9.51500	4.989
9.51667	4.344	9.51667	3.829	9.51667	4.988
9.51833	4.359	9.51833	3.830	9.51833	4.987
9.52000	4.371	9.52000	3.830	9.52000	4.986
9.52167	4.386	9.52167	3.830	9.52167	4.985
9.52333	4.397	9.52333	3.833	9.52333	4.984
9.52500	4.402	9.52500	3.834	9.52500	4.983
9.52667	4.423	9.52667	3.835	9.52667	4.982
9.52833	4.443	9.52833	3.836	9.52833	4.981
9.53000	4.465	9.53000	3.836	9.53000	4.980
9.53167	4.485	9.53167	3.836	9.53167	4.979
9.53333	4.501	9.53333	3.836	9.53333	4.978
9.53500	4.522	9.53500	3.838	9.53500	4.977
9.53667	4.538	9.53667	3.840	9.53667	4.976
9.53833	4.553	9.53833	3.840	9.53833	4.975
9.54000	4.562	9.54000	3.842	9.54000	4.974
9.54167	4.577	9.54167	3.844	9.54167	4.973
9.54333	4.596	9.54333	3.842	9.54333	4.972
9.54500	4.622	9.54500	3.843	9.54500	4.971
9.54667	4.646	9.54667	3.844	9.54667	4.970
9.54833	4.665	9.54833	3.845	9.54833	4.969
9.55000	4.696	9.55000	3.845	9.55000	4.968
9.55167	4.711	9.55167	3.846	9.55167	4.967
9.55333	4.727	9.55333	3.843	9.55333	4.965
9.55500	4.732	9.55500	3.842	9.55500	4.964
9.55667	4.742	9.55667	3.842	9.55667	4.963
9.55833	4.748	9.55833	3.844	9.55833	4.962
9.56000	4.769	9.56000	3.845	9.56000	4.961
9.56167	4.794	9.56167	3.848	9.56167	4.960
9.56333	4.825	9.56333	3.849	9.56333	4.959
9.56500	4.844	9.56500	3.850	9.56500	4.958
9.56667	4.869	9.56667	3.850	9.56667	4.957
9.56833	4.883	9.56833	3.849	9.56833	4.956
9.57000	4.900	9.57000	3.849	9.57000	4.955
9.57167	4.910	9.57167	3.848	9.57167	4.954
9.57333	4.920	9.57333	3.849	9.57333	4.953
9.57500	4.940	9.57500	3.851	9.57500	4.952
9.57667	4.965	9.57667	3.851	9.57667	4.951
9.57833	4.995	9.57833	3.852	9.57833	4.950
9.58000	5.020	9.58000	3.853	9.58000	4.949
9.58167	5.040	9.58167	3.853	9.58167	4.948
9.58333	5.061	9.58333	3.853	9.58333	4.947
9.58500	5.076	9.58500	3.852	9.58500	4.946
9.58667	5.092	9.58667	3.854	9.58667	4.945
9.58833	5.102	9.58833	3.855	9.58833	4.944
9.59000	5.118	9.59000	3.855	9.59000	4.943
9.59167	5.143	9.59167	3.856	9.59167	4.942
9.59333	5.173	9.59333	3.856	9.59333	4.941
9.59500	5.205	9.59500	3.851	9.59500	4.940
9.59667	5.230	9.59667	3.850	9.59667	4.939
9.59833	5.250	9.59833	3.849	9.59833	4.938
9.60000	5.265	9.60000	3.848	9.60000	4.937
9.60167	5.282	9.60167	3.848	9.60167	4.936
9.60333	5.298	9.60333	3.848	9.60333	4.935
9.60500	5.318	9.60500	3.849	9.60500	4.934
9.60667	5.333	9.60667	3.848	9.60665	4.933
9.60833	5.358	9.60833	3.846	9.60833	4.932
9.61000	5.387	9.61000	3.844	9.61000	4.931
9.61167	5.411	9.61167	3.842	9.61167	4.930
9.61333	5.436	9.61333	3.840	9.61333	4.929
9.61500	5.452	9.61500	3.840	9.61500	4.928
9.61667	5.472	9.61667	3.839	9.61667	4.927
9.61833	5.482	9.61833	3.838	9.61832	4.926
9.62000	5.503	9.62000	3.840	9.62000	4.925
9.62167	5.518	9.62167	3.839	9.62167	4.924
9.62333	5.533	9.62333	3.838	9.62333	4.922
9.62500	5.564	9.62500	3.836	9.62500	4.921
9.62667	5.600	9.62667	3.836	9.62667	4.920
9.62833	5.630	9.62833	3.833	9.62833	4.919
9.63000	5.650	9.63000	3.830	9.62998	4.918
9.63167	5.665	9.63167	3.830	9.63167	4.917
9.63333	5.690	9.63333	3.828	9.63333	4.916
9.63500	5.706	9.63500	3.826	9.63500	4.915
9.63667	5.722	9.63667	3.826	9.63667	4.914
9.63833	5.733	9.63833	3.825	9.63833	4.913
9.64000	5.758	9.64000	3.824	9.64000	4.912
9.64167	5.793	9.64167	3.821	9.64167	4.911
9.64333	5.825	9.64333	3.821	9.64333	4.910
9.64500	5.850	9.64500	3.822	9.64500	4.909
9.64667	5.875	9.64667	3.819	9.64667	4.908
9.64833	5.901	9.64833	3.818	9.64833	4.907
9.65000	5.921	9.65000	3.816	9.65000	4.906
9.65167	5.936	9.65167	3.814	9.65167	4.905
9.65333	5.953	9.65333	3.812	9.65333	4.904
9.65500	5.971	9.65500	3.809	9.65500	4.903
9.65667	5.997	9.65667	3.808	9.65667	4.902
9.65833	6.033	9.65833	3.809	9.65833	4.901
9.66000	6.065	9.66000	3.809	9.66000	4.900
9.66167	6.095	9.66167	3.807	9.66167	4.899
9.66333	6.115	9.66333	3.806	9.66333	4.898
9.66500	6.135	9.66500	3.805	9.66500	4.897
9.66667	6.154	9.66667	3.804	9.66667	4.896
9.66833	6.179	9.66833	3.801	9.66833	4.895
9.67000	6.199	9.67000	3.799	9.67000	4.894
9.67167	6.224	9.67167	3.797	9.67167	4.893
9.67333	6.244	9.67333	3.795	9.67333	4.892
9.67500	6.285	9.67500	3.793	9.67500	4.891
9.67667	6.320	9.67667	3.791	9.67667	4.890
9.67833	6.351	9.67833	3.789	9.67833	4.889
9.68000	6.381	9.68000	3.786	9.68000	4.888
9.68167	6.396	9.68167	3.785	9.68167	4.887
9.68333	6.421	9.68333	3.785	9.68333	4.886
9.68500	6.441	9.68500	3.783	9.68500	4.885
9.68667	6.456	9.68667	3.782	9.68667	4.884
9.68833	6.476	9.68833	3.779	9.68833	4.883
9.69000	6.513	9.69000	3.778	9.69000	4.882
9.69167	6.553	9.69167	3.775	9.69167	4.881
9.69333	6.589	9.69333	3.774	9.69333	4.880
9.69500	6.619	9.69500	3.771	9.69500	4.878
9.69667	6.641	9.69667	3.770	9.69667	4.877
9.69833	6.662	9.69833	3.770	9.69833	4.876
9.70000	6.692	9.70000	3.766	9.70000	4.875
9.70167	6.717	9.70167	3.764	9.70167	4.874
9.70333	6.742	9.70333	3.761	9.70333	4.873
9.70500	6.767	9.70500	3.759	9.70500	4.872
9.70667	6.798	9.70667	3.755	9.70667	4.871
9.70833	6.838	9.70833	3.753	9.70833	4.870
9.71000	6.873	9.71000	3.750	9.71000	4.869
9.71167	6.902	9.71167	3.749	9.71167	4.868
9.71333	6.928	9.71333	3.747	9.71333	4.867
9.71500	6.948	9.71500	3.745	9.71500	4.866
9.71667	6.978	9.71667	3.745	9.71667	4.865
9.71833	7.003	9.71833	3.741	9.71833	4.864
9.72000	7.028	9.72000	3.738	9.72000	4.863
9.72167	7.059	9.72167	3.736	9.72167	4.862
9.72333	7.090	9.72333	3.735	9.72333	4.861
9.72500	7.129	9.72500	3.733	9.72500	4.860
9.72667	7.165	9.72667	3.731	9.72667	4.859
9.72833	7.201	9.72833	3.729	9.72833	4.858
9.73000	7.228	9.73000	3.725	9.73000	4.857
9.73167	7.248	9.73167	3.722	9.73165	4.856
9.73333	7.274	9.73333	3.717	9.73333	4.855
9.73500	7.299	9.73500	3.715	9.73500	4.854
9.73667	7.325	9.73667	3.715	9.73667	4.853
9.73833	7.359	9.73833	3.712	9.73833	4.852
9.74000	7.400	9.74000	3.709	9.74000	4.851
9.74167	7.445	9.74167	3.707	9.74167	4.850
9.74333	7.480	9.74333	3.703	9.74332	4.849
9.74500	7.510	9.74500	3.702	9.74500	4.848
9.74667	7.540	9.74667	3.700	9.74667	4.847
9.74833	7.565	9.74833	3.699	9.74833	4.846
9.75000	7.590	9.75000	3.695	9.75000	4.845
9.75167	7.620	9.75167	3.690	9.75167	4.844
9.75333	7.645	9.75333	3.687	9.75333	4.843
9.75500	7.686	9.75500	3.684	9.75498	4.842
9.75667	7.725	9.75667	3.679	9.75667	4.841
9.75833	7.771	9.75833	3.675	9.75833	4.840
9.76000	7.801	9.76000	3.673	9.76000	4.839
9.76167	7.836	9.76167	3.673	9.76167	4.838
9.76333	7.866	9.76333	3.670	9.76333	4.837
9.76500	7.891	9.76500	3.668	9.76500	4.835
9.76667	7.921	9.76667	3.662	9.76667	4.834
9.76833	7.958	9.76833	3.658	9.76833	4.833
9.77000	7.992	9.77000	3.657	9.77000	4.832
9.77167	8.033	9.77167	3.654	9.77167	4.831
9.77333	8.074	9.77333	3.651	9.77333	4.830
9.77500	8.120	9.77500	3.647	9.77500	4.829
9.77667	8.155	9.77667	3.646	9.77667	4.828
9.77833	8.186	9.77833	3.643	9.77833	4.827
9.78000	8.216	9.78000	3.641	9.78000	4.826
9.78167	8.237	9.78167	3.639	9.78167	4.825
9.78333	8.273	9.78333	3.636	9.78333	4.824
9.78500	8.308	9.78500	3.633	9.78500	4.823
9.78667	8.350	9.78667	3.630	9.78667	4.822
9.78833	8.394	9.78833	3.629	9.78833	4.821
9.79000	8.429	9.79000	3.627	9.79000	4.820
9.79167	8.469	9.79167	3.626	9.79167	4.819
9.79333	8.503	9.79333	3.625	9.79333	4.818
9.79500	8.538	9.79500	3.621	9.79500	4.817
9.79667	8.578	9.79667	3.619	9.79667	4.816
9.79833	8.603	9.79833	3.615	9.79833	4.815
9.80000	8.643	9.80000	3.609	9.80000	4.814
9.80167	8.679	9.80167	3.604	9.80167	4.813
9.80333	8.725	9.80333	3.599	9.80333	4.812
9.80500	8.771	9.80500	3.594	9.80500	4.811
9.80667	8.811	9.80667	3.592	9.80667	4.810
9.80833	8.857	9.80833	3.589	9.80833	4.809
9.81000	8.897	9.81000	3.587	9.81000	4.808
9.81167	8.928	9.81167	3.584	9.81167	4.807
9.81333	8.958	9.81333	3.580	9.81333	4.806
9.81500	8.984	9.81500	3.575	9.81500	4.805
9.81667	9.029	9.81667	3.572	9.81667	4.804
9.81833	9.069	9.81833	3.567	9.81833	4.803
9.82000	9.114	9.82000	3.562	9.82000	4.802
9.82167	9.160	9.82167	3.559	9.82167	4.801
9.82333	9.201	9.82333	3.556	9.82333	4.800
9.82500	9.246	9.82500	3.552	9.82500	4.799
9.82667	9.293	9.82667	3.550	9.82667	4.798
9.82833	9.322	9.82833	3.547	9.82833	4.797
9.83000	9.363	9.83000	3.545	9.83000	4.796
9.83167	9.394	9.83167	3.545	9.83167	4.795
9.83333	9.435	9.83333	3.541	9.83333	4.794
9.83500	9.481	9.83500	3.536	9.83500	4.793
9.83667	9.528	9.83667	3.533	9.83667	4.791
9.83833	9.573	9.83833	3.530	9.83833	4.790
9.84000	9.613	9.84000	3.528	9.84000	4.789
9.84167	9.659	9.84167	3.526	9.84167	4.788
9.84333	9.694	9.84333	3.523	9.84333	4.787
9.84500	9.736	9.84500	3.519	9.84500	4.786
9.84667	9.772	9.84667	3.515	9.84667	4.785
9.84833	9.803	9.84833	3.510	9.84833	4.784
9.85000	9.850	9.85000	3.507	9.85000	4.783
9.85167	9.896	9.85167	3.504	9.85167	4.782
9.85333	9.945	9.85333	3.501	9.85333	4.781
9.85500	9.996	9.85500	3.497	9.85500	4.780
9.85667	10.037	9.85667	3.492	9.85665	4.779
9.85833	10.086	9.85833	3.485	9.85833	4.778
9.86000	10.125	9.86000	3.482	9.86000	4.777
9.86167	10.160	9.86167	3.480	9.86167	4.776
9.86333	10.200	9.86333	3.478	9.86333	4.775
9.86500	10.235	9.86500	3.475	9.86500	4.774
9.86667	10.286	9.86667	3.473	9.86667	4.773
9.86833	10.337	9.86833	3.469	9.86832	4.772
9.87000	10.393	9.87000	3.467	9.87000	4.771
9.87167	10.442	9.87167	3.464	9.87167	4.770
9.87333	10.478	9.87333	3.460	9.87333	4.769
9.87500	10.527	9.87500	3.454	9.87500	4.768
9.87667	10.572	9.87667	3.450	9.87667	4.767
9.87833	10.618	9.87833	3.445	9.87833	4.766
9.88000	10.661	9.88000	3.442	9.87998	4.765
9.88167	10.697	9.88167	3.440	9.88167	4.764
9.88333	10.753	9.88333	3.436	9.88333	4.763
9.88500	10.807	9.88500	3.431	9.88500	4.762
9.88667	10.858	9.88667	3.429	9.88667	4.761
9.88833	10.914	9.88833	3.427	9.88833	4.760
9.89000	10.955	9.89000	3.424	9.89000	4.759
9.89167	11.006	9.89167	3.419	9.89167	4.758
9.89333	11.052	9.89333	3.414	9.89333	4.757
9.89500	11.093	9.89500	3.412	9.89500	4.756
9.89667	11.135	9.89667	3.410	9.89667	4.755
9.89833	11.175	9.89833	3.408	9.89833	4.754
9.90000	11.240	9.90000	3.403	9.90000	4.753
9.90167	11.296	9.90167	3.399	9.90167	4.752
9.90333	11.346	9.90333	3.396	9.90333	4.751
9.90500	11.396	9.90500	3.391	9.90500	4.750
9.90667	11.438	9.90667	3.389	9.90667	4.748
9.90833	11.494	9.90833	3.385	9.90833	4.747
9.91000	11.540	9.91000	3.381	9.91000	4.746
9.91167	11.581	9.91167	3.378	9.91167	4.745
9.91333	11.626	9.91333	3.375	9.91333	4.744
9.91500	11.667	9.91500	3.373	9.91500	4.743
9.91667	11.734	9.91667	3.368	9.91667	4.742
9.91833	11.789	9.91833	3.365	9.91833	4.741
9.92000	11.844	9.92000	3.360	9.92000	4.740
9.92167	11.895	9.92167	3.358	9.92167	4.739
9.92333	11.935	9.92333	3.355	9.92333	4.738
9.92500	11.993	9.92500	3.352	9.92500	4.737
9.92667	12.034	9.92667	3.346	9.92667	4.736
9.92833	12.089	9.92833	3.342	9.92833	4.735
9.93000	12.134	9.93000	3.341	9.93000	4.734
9.93167	12.186	9.93167	3.337	9.93167	4.733
9.93333	12.252	9.93333	3.334	9.93333	4.732
9.93500	12.312	9.93500	3.330	9.93500	4.731
9.93667	12.373	9.93667	3.328	9.93667	4.730
9.93833	12.424	9.93833	3.326	9.93833	4.729
9.94000	12.465	9.94000	3.321	9.94000	4.728
9.94167	12.521	9.94167	3.315	9.94167	4.727
9.94333	12.567	9.94333	3.312	9.94333	4.726
9.94500	12.619	9.94500	3.310	9.94500	4.725
9.94667	12.675	9.94667	3.305	9.94667	4.724
9.94833	12.732	9.94833	3.301	9.94833	4.723
9.95000	12.804	9.95000	3.295	9.95000	4.722
9.95167	12.860	9.95167	3.289	9.95167	4.721
9.95333	12.915	9.95333	3.286	9.95333	4.720
9.95500	12.971	9.95500	3.283	9.95500	4.719
9.95667	13.012	9.95667	3.279	9.95667	4.718
9.95833	13.067	9.95833	3.275	9.95833	4.717
9.96000	13.117	9.96000	3.271	9.96000	4.716
9.96167	13.167	9.96167	3.270	9.96167	4.715
9.96333	13.217	9.96333	3.266	9.96333	4.714
9.96500	13.272	9.96500	3.263	9.96500	4.713
9.96667	13.347	9.96667	3.262	9.96667	4.712
9.96833	13.413	9.96833	3.261	9.96833	4.711
9.97000	13.475	9.97000	3.257	9.97000	4.710
9.97167	13.526	9.97167	3.254	9.97167	4.709
9.97333	13.572	9.97333	3.252	9.97333	4.708
9.97500	13.632	9.97500	3.250	9.97500	4.707
9.97667	13.689	9.97667	3.248	9.97667	4.706
9.97833	13.751	9.97833	3.246	9.97833	4.704
9.98000	13.805	9.98000	3.242	9.98000	4.703
9.98167	13.860	9.98167	3.240	9.98165	4.702
9.98333	13.940	9.98333	3.235	9.98333	4.701
9.98500	14.005	9.98500	3.230	9.98500	4.700
9.98667	14.066	9.98667	3.226	9.98667	4.699
9.98833	14.121	9.98833	3.222	9.98833	4.698
9.99000	14.171	9.99000	3.220	9.99000	4.697
9.99167	14.225	9.99167	3.218	9.99167	4.696
9.99333	14.280	9.99333	3.215	9.99332	4.695
9.99500	14.336	9.99500	3.211	9.99500	4.694
9.99667	14.397	9.99667	3.210	9.99667	4.693
9.99833	14.463	9.99833	3.208	9.99833	4.692
10.00000	14.539	10.00000	3.205	10.00000	4.691
10.00167	14.600	10.00167	3.202	10.00167	4.690
10.00333	14.661	10.00333	3.198	10.00333	4.689
