,SMILES LIST,Ratio List,Biodegradability
23,"['C(=O)CCCCCCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",1
24,"['C(=O)CCCCCCC(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
25,"['C(=O)c(cc1)ccc1C(=O)', 'OCCCCCO']","[1, 1]",0
26,"['C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
27,"['C(=O)', 'Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O']","[1, 1]",0
28,"['C(=O)', 'OCC#CCO']","[1, 1]",1
29,"['C(=O)', 'Oc1ccc(cc1)C3(c2ccc(O)cc2)c4ccccc4-c5ccccc35']","[1, 1]",0
30,"['C(=O)', 'OCCCCO']","[1, 1]",1
31,"['C(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
32,"['C(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",0
33,"['C(=O)COCC(=O)', 'OCCCCCCCCCO']","[1, 1]",1
34,"['C(=O)CSCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",1
35,"['C(=O)CN(C)CC(=O)', 'OCCC(C)CCO']","[1, 1]",0
36,"['C(=O)CCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
37,"['C(=O)CCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
38,"['C(=O)CCCCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",1
39,"['C(=O)CCC(=O)', 'OCC(C)CO']","[1, 1]",1
40,"['C(=O)CCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
41,"['C(=O)CN(C)CC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
42,"['C(=O)CSCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
43,"['C(=O)COCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",1
44,"['C(=O)COCC(=O)', 'OCC(C)CO']","[1, 1]",1
45,"['C(=O)c(cc1)ccc1C(=O)', 'OCCCCO']","[1, 1]",0
46,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
47,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",0
48,"['C(=O)CCCCCC(=O)', 'OCCO']","[1, 1]",1
49,"['C(=O)CCC(=O)', 'OCCO']","[1, 1]",0
50,"['C(=O)CCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
51,"['C(=O)CCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
52,"['C(=O)CCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
53,"['C(=O)CCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
54,"['C(=O)CCCC(=O)', 'OCCCCCO']","[1, 1]",1
55,"['C(=O)CCCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
56,"['C(=O)CCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
57,"['C(=O)CCCCCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
58,"['C(=O)CCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
59,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
60,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCO']","[1, 1]",0
61,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCCCCO']","[1, 1]",0
62,"['C(=O)CCCCCC(=O)', 'OCCCCCCCCO']","[1, 1]",1
63,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
64,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
65,"['C(=O)CCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
66,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCOCCO']","[1, 1]",0
67,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
68,"['C(=O)CCCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
69,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
70,"['C(=O)CCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
71,"['C(=O)CCCCCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
72,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(C)(C)CO']","[1, 1]",1
73,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",1
74,"['C(=O)CN(C)CC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",1
75,"['C(=O)CSCC(=O)', 'OCC(C)(C)CO']","[1, 1]",1
76,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)O']","[1, 1]",0
77,"['C(=O)CCCC(CCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
78,"['C(=O)CC(C)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
79,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
80,"['C(=O)CC(C)O', 'C(=O)CCCCCO']","[2, 1]",1
81,"['C(=O)CCCCO', 'C(=O)CCCCO']","[2, 1]",1
82,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCO']","[2, 1]",0
83,"['C(=O)CCCCO', 'C(=O)CCO']","[2, 1]",1
84,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
85,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",1
86,"['C(=O)COC(=O)CO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",1
87,"['C(=O)COC(=O)CO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
88,"['C(=O)COC(=O)CO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
89,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
90,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
91,"['C(=O)COC(=O)CO', 'C(=O)CCO']","[2, 1]",0
