,SMILES LIST,Ratio List,Biodegradability
23,"['C(=O)CCCCCCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",1
24,"['C(=O)CCCCCCC(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
25,"['C(=O)c(cc1)ccc1C(=O)', 'OCCCCCO']","[1, 1]",0
26,"['C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
27,"['C(=O)', 'Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O']","[1, 1]",0
28,"['C(=O)', 'OCC#CCO']","[1, 1]",1
29,"['C(=O)', 'Oc1ccc(cc1)C3(c2ccc(O)cc2)c4ccccc4-c5ccccc35']","[1, 1]",0
30,"['C(=O)', 'OCCCCO']","[1, 1]",1
31,"['C(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
32,"['C(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",0
33,"['C(=O)COCC(=O)', 'OCCCCCCCCCO']","[1, 1]",1
34,"['C(=O)CSCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",1
35,"['C(=O)CN(C)CC(=O)', 'OCCC(C)CCO']","[1, 1]",0
36,"['C(=O)CCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
37,"['C(=O)CCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
38,"['C(=O)CCCCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",1
39,"['C(=O)CCC(=O)', 'OCC(C)CO']","[1, 1]",1
40,"['C(=O)CCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
41,"['C(=O)CN(C)CC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
42,"['C(=O)CSCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
43,"['C(=O)COCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",1
44,"['C(=O)COCC(=O)', 'OCC(C)CO']","[1, 1]",1
45,"['C(=O)c(cc1)ccc1C(=O)', 'OCCCCO']","[1, 1]",0
46,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
47,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",0
48,"['C(=O)CCCCCC(=O)', 'OCCO']","[1, 1]",1
49,"['C(=O)CCC(=O)', 'OCCO']","[1, 1]",0
50,"['C(=O)CCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
51,"['C(=O)CCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
52,"['C(=O)CCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
53,"['C(=O)CCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
54,"['C(=O)CCCC(=O)', 'OCCCCCO']","[1, 1]",1
55,"['C(=O)CCCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
56,"['C(=O)CCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
57,"['C(=O)CCCCCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
58,"['C(=O)CCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
59,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
60,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCO']","[1, 1]",0
61,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCCCCO']","[1, 1]",0
62,"['C(=O)CCCCCC(=O)', 'OCCCCCCCCO']","[1, 1]",1
63,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
64,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
65,"['C(=O)CCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
66,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCOCCO']","[1, 1]",0
67,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
68,"['C(=O)CCCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
69,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
70,"['C(=O)CCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
71,"['C(=O)CCCCCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
72,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(C)(C)CO']","[1, 1]",1
73,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",1
74,"['C(=O)CN(C)CC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",1
75,"['C(=O)CSCC(=O)', 'OCC(C)(C)CO']","[1, 1]",1
76,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)O']","[1, 1]",0
77,"['C(=O)CCCC(CCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
78,"['C(=O)CC(C)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
79,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
80,"['C(=O)CC(C)O', 'C(=O)CCCCCO']","[2, 1]",1
81,"['C(=O)CCCCO', 'C(=O)CCCCO']","[2, 1]",1
82,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCO']","[2, 1]",0
83,"['C(=O)CCCCO', 'C(=O)CCO']","[2, 1]",1
84,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
85,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",1
86,"['C(=O)COC(=O)CO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",1
87,"['C(=O)COC(=O)CO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
88,"['C(=O)COC(=O)CO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
89,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
90,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
91,"['C(=O)COC(=O)CO', 'C(=O)CCO']","[2, 1]",0
92,"['C(=O)CC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",0
93,"['C(=O)c(cc1)ccc1C(=O)', 'OC(C)CCC(C)O']","[1, 1]",0
94,"['C(=O)c(cc1)ccc1C(=O)', 'OCCOCCO']","[1, 1]",0
95,"['C(=O)c(cc1)ccc1C(=O)', 'OCCOCCOCCO']","[1, 1]",0
96,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)C3(c2ccc(O)cc2)c4ccccc4-c5ccccc35']","[1, 1]",1
97,"['C(=O)C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",1
98,"['C(=O)c(cccc1)c1C(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
99,"['C(=O)CC(=O)', 'OCCSCCO']","[1, 1]",1
100,"['C(=O)CCCCCCCCC(=O)', 'Oc1ccc(cc1)Cc2ccc(cc2)O']","[1, 1]",1
101,"['C(=O)CCCCCCCCC(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
102,"['C(=O)CCC(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",1
103,"['C(=O)CCC(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",0
104,"['C(=O)CCC(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
105,"['C(=O)c(ccc1)cc1C(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",0
106,"['C(=O)c(ccc1)cc1C(=O)', 'Oc1c(C)cc(cc1(C))C(C)(C)c2cc(C)c(c(C)c2)O']","[1, 1]",0
107,"['C(=O)CCCCC(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
108,"['C(=O)CCCCC(=O)', 'Oc1c(C)cc(cc1(C))C(C)(C)c2cc(C)c(c(C)c2)O']","[1, 1]",0
109,"['C(=O)CCCCC(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",1
110,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
111,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)Cc2ccc(cc2)O']","[1, 1]",1
112,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",0
113,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
114,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
115,"['C(=O)CCCCCCCC(=O)', 'OCC#CCO']","[1, 1]",1
116,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)C3(c2ccc(O)cc2)c4ccccc4-c5ccccc35']","[1, 1]",0
117,"['C(=O)C(C)(C)C(=O)', 'Oc(cccc1)c1c2c(cccc2)O']","[1, 1]",1
118,"['C(=O)C(C)(C)C(=O)', 'OCC=CCO']","[1, 1]",1
119,"['C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",0
120,"['C(=O)', 'OCCCCCCCCCO']","[1, 1]",0
121,"['C(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
122,"['C(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
123,"['C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
124,"['C(=O)COCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",1
125,"['C(=O)COCC(=O)', 'OCCCO']","[1, 1]",1
126,"['C(=O)COCC(=O)', 'OCCCCCCO']","[1, 1]",1
127,"['C(=O)CN(C)CC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
128,"['C(=O)CCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",0
129,"['C(=O)CN(C)CC(=O)', 'OC(C)C(C)O']","[1, 1]",1
130,"['C(=O)CSCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",0
131,"['C(=O)CCCCCC(=O)', 'OCCCO']","[1, 1]",1
132,"['C(=O)CCC(=O)', 'OCCCCCCCO']","[1, 1]",0
133,"['C(=O)CCCCC(=O)', 'OCCCCO']","[1, 1]",1
134,"['C(=O)CCCCC(=O)', 'OCCCCCCCO']","[1, 1]",0
135,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCO']","[1, 1]",0
136,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCO']","[1, 1]",1
137,"['C(=O)CN(C)CC(=O)', 'OCCCCCCCCO']","[1, 1]",1
138,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
139,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCO']","[1, 1]",0
140,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCO']","[1, 1]",0
141,"['C(=O)CCCCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
142,"['C(=O)CCCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
143,"['C(=O)CCCCCCCC(=O)', 'OCC(C)CO']","[1, 1]",0
144,"['C(=O)CCCCCCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",1
145,"['C(=O)CSCC(=O)', 'OCCOCCOCCO']","[1, 1]",1
146,"['C(=O)CCCCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",1
147,"['C(=O)CCCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
148,"['C(=O)CCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
149,"['C(=O)CCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
150,"['C(=O)CSCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
151,"['C(=O)CC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
152,"['C(=O)CCCCCCCC(=O)', 'OCCSCCO']","[1, 1]",1
153,"['C(=O)CCCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
154,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",1
155,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCOCCOCCO']","[1, 1]",0
156,"['C(=O)CCCCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
157,"['C(=O)CCCCCCCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
158,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
159,"['C(=O)COCCOCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
160,"['C(=O)COCCOCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",1
161,"['C(=O)COCCOCC(=O)', 'OCC(C)(C)CO']","[1, 1]",1
162,"['C(=O)CCCC(=O)', 'OCC(C)O']","[1, 1]",0
163,"['C(=O)CCCCCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
164,"['C(=O)COCCOCC(=O)', 'OCCCO']","[1, 1]",1
165,"['C(=O)CCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
166,"['C(=O)CCCCCO', 'C(=O)CC(C)O']","[2, 1]",0
167,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
168,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
169,"['C(=O)CCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
170,"['C(=O)CCCCCO', 'C(=O)CCCCO']","[2, 1]",1
171,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CC(C)O']","[2, 1]",0
172,"['C(=O)CCCCO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
173,"['C(=O)CCO', 'C(=O)CCCCO']","[2, 1]",1
174,"['C(=O)CCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
175,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCO']","[2, 1]",1
176,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
177,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
178,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
179,"['C(=O)COC(=O)CO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
180,"['C(=O)CCCC(CCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",1
181,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",0
182,"['C(=O)CCCCC(CCCC)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
183,"['C(=O)CCCCC(CCCC)O', 'C(=O)CC(C)O']","[2, 1]",0
184,"['C(=O)COC(=O)CO', 'C(=O)COC(=O)CO']","[2, 1]",0
185,"['C(=O)c(cc1)ccc1C(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",1
186,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cccc2)c2c1c3c(cccc4)c4ccc3O']","[1, 1]",1
187,"['C(=O)c(cccc1)c1C(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",1
188,"['C(=O)c(cccc1)c1C(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
189,"['C(=O)CC(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
190,"['C(=O)CCC(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
191,"['C(=O)CCC(=O)', 'OCCSSCCO']","[1, 1]",1
192,"['C(=O)c(ccc1)cc1C(=O)', 'Oc1ccc(cccc2)c2c1c3c(cccc4)c4ccc3O']","[1, 1]",0
193,"['C(=O)c(cc1)ccc1C(=O)', 'OCCC(C)CCO']","[1, 1]",1
194,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",1
195,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",0
196,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",0
197,"['C(=O)CCCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
198,"['C(=O)CCCCCCCCC(=O)', 'Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O']","[1, 1]",1
199,"['C(=O)CCCCCCCC(=O)', 'OCC=CCO']","[1, 1]",1
200,"['C(=O)CCCCCCCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",1
201,"['C(=O)CCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
202,"['C(=O)CCCCCCCC(=O)', 'Oc1c(C)cc(cc1(C))C(C)(C)c2cc(C)c(c(C)c2)O']","[1, 1]",1
203,"['C(=O)', 'Oc(cccc1)c1c2c(cccc2)O']","[1, 1]",0
204,"['C(=O)', 'Oc1ccc(cc1)C(C)(c2ccccc2)c3ccc(cc3)O']","[1, 1]",0
205,"['C(=O)COCC(=O)', 'OCCCCCO']","[1, 1]",1
206,"['C(=O)CCCCC(=O)', 'OCC#CCO']","[1, 1]",1
207,"['C(=O)COCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
208,"['C(=O)c(cc1)ccc1C(=O)', 'OCCO']","[1, 1]",0
209,"['C(=O)c1ccc(cc1)C(=O)', 'OCC=CCO']","[1, 1]",0
210,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(C)CO']","[1, 1]",0
211,"['C(=O)CCCCCCCC(=O)', 'OCCO']","[1, 1]",0
212,"['C(=O)CCCCCCCC(=O)', 'OCCCCCO']","[1, 1]",0
213,"['C(=O)CCCCCC(=O)', 'OCCCCO']","[1, 1]",0
214,"['C(=O)CCCC(=O)', 'OCCO']","[1, 1]",1
215,"['C(=O)CCCCCCCC(=O)', 'OCCCCCCCCO']","[1, 1]",0
216,"['C(=O)CCCC(=O)', 'OCCCO']","[1, 1]",1
217,"['C(=O)CCCC(=O)', 'OCCCCCCCO']","[1, 1]",0
218,"['C(=O)CCCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
219,"['C(=O)c(ccc1)cc1C(=O)', 'OCCC(C)CCO']","[1, 1]",0
220,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCCO']","[1, 1]",0
221,"['C(=O)CN(C)CC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
222,"['C(=O)CN(C)CC(=O)', 'OCCCCCO']","[1, 1]",1
223,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCCO']","[1, 1]",0
224,"['C(=O)CCCCCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
225,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCO']","[1, 1]",0
226,"['C(=O)CSCC(=O)', 'OCC(C)CO']","[1, 1]",1
227,"['C(=O)CCCC(=O)', 'OCCOCCO']","[1, 1]",1
228,"['C(=O)CCCCCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",0
229,"['C(=O)CCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
230,"['C(=O)CCCCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
231,"['C(=O)CSCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
232,"['C(=O)CCCCCCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
233,"['C(=O)CCCC(=O)', 'OCCSCCO']","[1, 1]",1
234,"['C(=O)COCCOCC(=O)', 'OCCSCCO']","[1, 1]",0
235,"['C(=O)COCC(=O)', 'OCCSCCO']","[1, 1]",1
236,"['C(=O)CCCCC(=O)', 'OCCSCCO']","[1, 1]",1
237,"['C(=O)CCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
238,"['C(=O)CCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
239,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCCCCCCCO']","[1, 1]",0
240,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCCO']","[1, 1]",0
241,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
242,"['C(=O)c1oc(cc1)C(=O)', 'OCCCCCCO']","[1, 1]",0
243,"['C(=O)c1oc(cc1)C(=O)', 'OCCO']","[1, 1]",1
244,"['C(=O)CSCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
245,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
246,"['C(=O)COCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
247,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(C)(C)CO']","[1, 1]",0
248,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
249,"['C(=O)CCCCCCCCC(=O)', 'OCCC(C)CCO']","[1, 1]",0
250,"['C(=O)CCCCCCCC(=O)', 'OC(C)C(C)O']","[1, 1]",1
251,"['C(=O)CCCCCC(=O)', 'OCC(C)O']","[1, 1]",0
252,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)O']","[1, 1]",0
253,"['C(=O)CCCCCCCCC(=O)', 'OCCO']","[1, 1]",0
254,"['C(=O)CSCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",1
255,"['C(=O)CCCCCO', 'C(=O)CCCCCO']","[2, 1]",0
256,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
257,"['C(=O)CCCCCO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
258,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCCO']","[2, 1]",0
259,"['C(=O)CCCCO', 'C(=O)CCCCCO']","[2, 1]",1
260,"['C(=O)CC(C)O', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
261,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",1
262,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",1
263,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
264,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
265,"['C(=O)CCCC(CCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
266,"['C(=O)COC(=O)CO', 'C(=O)CCCC(CCCC)O']","[2, 1]",1
267,"['C(=O)COC(=O)CO', 'C(=O)CCCC(CCCCCCC)O']","[2, 1]",1
268,"['C(=O)COC(=O)CO', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
269,"['C(=O)CCCCC(CCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",1
270,"['C(=O)CC(C)O', 'C(=O)COC(=O)CO']","[2, 1]",1
271,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",0
272,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCC(CCCC)O']","[2, 1]",0
273,"['C(=O)CC(C)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
274,"['C(=O)CCCCCO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
275,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",0
276,"['C(=O)CCCCCO', 'C(=O)COC(=O)CO']","[2, 1]",1
277,"['C(=O)CCCCO', 'C(=O)COC(=O)CO']","[2, 1]",0
278,"['C(=O)COC(=O)CO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
279,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",1
