,SMILES LIST,Ratio List,Biodegradability
24,"['C(=O)CCCCCCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",1
25,"['C(=O)CCCCCCC(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
26,"['C(=O)c(cc1)ccc1C(=O)', 'OCCCCCO']","[1, 1]",0
27,"['C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
28,"['C(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",0
29,"['C(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
30,"['C(=O)', 'Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O']","[1, 1]",0
31,"['C(=O)', 'OCC#CCO']","[1, 1]",1
32,"['C(=O)', 'Oc1ccc(cc1)C3(c2ccc(O)cc2)c4ccccc4-c5ccccc35']","[1, 1]",0
33,"['C(=O)', 'OCCCCO']","[1, 1]",1
34,"['C(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
35,"['C(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",0
36,"['C(=O)COCC(=O)', 'OCCCCCCCCCO']","[1, 1]",1
37,"['C(=O)CSCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",1
38,"['C(=O)CN(C)CC(=O)', 'OCCC(C)CCO']","[1, 1]",0
39,"['C(=O)CCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
40,"['C(=O)CCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
41,"['C(=O)CCCCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",1
42,"['C(=O)CCC(=O)', 'OCC(C)CO']","[1, 1]",1
43,"['C(=O)CCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
44,"['C(=O)CN(C)CC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
45,"['C(=O)CSCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
46,"['C(=O)CSCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
47,"['C(=O)COCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",1
48,"['C(=O)COCC(=O)', 'OCC(C)CO']","[1, 1]",1
49,"['C(=O)c(cc1)ccc1C(=O)', 'OCCCCO']","[1, 1]",0
50,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
51,"['C(=O)c(cc1)ccc1C(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
52,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",0
53,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)(C)CO']","[1, 1]",0
54,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)CO']","[1, 1]",1
55,"['C(=O)CCCCCC(=O)', 'OCCO']","[1, 1]",1
56,"['C(=O)CCC(=O)', 'OCCO']","[1, 1]",0
57,"['C(=O)CCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
58,"['C(=O)CCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
59,"['C(=O)CCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
60,"['C(=O)CCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
61,"['C(=O)CCCC(=O)', 'OCCCCCO']","[1, 1]",1
62,"['C(=O)CCCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
63,"['C(=O)CCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
64,"['C(=O)CCCCCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
65,"['C(=O)CCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
66,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
67,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCO']","[1, 1]",0
68,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCCCO']","[1, 1]",0
69,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCCCCO']","[1, 1]",0
70,"['C(=O)CCCCCCCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
71,"['C(=O)CCCCCC(=O)', 'OCCCCCCCCO']","[1, 1]",1
72,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
73,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
74,"['C(=O)CCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
75,"['C(=O)C(CC1)CCC1C(=O)', 'OCCOCCO']","[1, 1]",1
76,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCOCCO']","[1, 1]",0
77,"['C(=O)C(CC1)CCC1C(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
78,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
79,"['C(=O)CCCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
80,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
81,"['C(=O)CCCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
82,"['C(=O)CCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
83,"['C(=O)CCCCCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
84,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
85,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(C)(C)CO']","[1, 1]",1
86,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",1
87,"['C(=O)CCCCCCCCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",1
88,"['C(=O)CN(C)CC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",1
89,"['C(=O)CCCC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",1
90,"['C(=O)CSCC(=O)', 'OCC(C)(C)CO']","[1, 1]",1
91,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
92,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)O']","[1, 1]",0
93,"['C(=O)COCCOCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",1
94,"['C(=O)CCCC(CCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
95,"['C(=O)CC(C)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
96,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
97,"['C(=O)CC(C)O', 'C(=O)CCCCCO']","[2, 1]",1
98,"['C(=O)CCCCO', 'C(=O)CCCCO']","[2, 1]",1
99,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCO']","[2, 1]",0
100,"['C(=O)CCCCO', 'C(=O)CCO']","[2, 1]",1
101,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
102,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",1
103,"['C(=O)COC(=O)CO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",1
104,"['C(=O)COC(=O)CO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
105,"['C(=O)COC(=O)CO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
106,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
107,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
108,"['C(=O)COC(=O)CO', 'C(=O)CCO']","[2, 1]",0
109,"['C(=O)CC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",0
110,"['C(=O)c(cc1)ccc1C(=O)', 'OC(C)CCC(C)O']","[1, 1]",0
111,"['C(=O)c(cc1)ccc1C(=O)', 'OCCOCCO']","[1, 1]",0
112,"['C(=O)c(cc1)ccc1C(=O)', 'OCCOCCOCCO']","[1, 1]",0
113,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)C3(c2ccc(O)cc2)c4ccccc4-c5ccccc35']","[1, 1]",1
114,"['C(=O)C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",1
115,"['C(=O)c(cccc1)c1C(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
116,"['C(=O)CC(=O)', 'OCCSCCO']","[1, 1]",1
117,"['C(=O)CCCCCCCCC(=O)', 'Oc1ccc(cc1)Cc2ccc(cc2)O']","[1, 1]",1
118,"['C(=O)C(=O)', 'OC(CS1)SCC1O']","[1, 1]",1
119,"['C(=O)CCCCCCCCC(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
120,"['C(=O)CCC(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",1
121,"['C(=O)CCC(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",0
122,"['C(=O)CCC(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
123,"['C(=O)c(ccc1)cc1C(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",0
124,"['C(=O)c(ccc1)cc1C(=O)', 'Oc1c(C)cc(cc1(C))C(C)(C)c2cc(C)c(c(C)c2)O']","[1, 1]",0
125,"['C(=O)CCCCC(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
126,"['C(=O)CCCCC(=O)', 'Oc1c(C)cc(cc1(C))C(C)(C)c2cc(C)c(c(C)c2)O']","[1, 1]",0
127,"['C(=O)CCCCC(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",1
128,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
129,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)Cc2ccc(cc2)O']","[1, 1]",1
130,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",0
131,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
132,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
133,"['C(=O)CCCCCCCC(=O)', 'OCC#CCO']","[1, 1]",1
134,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)C3(c2ccc(O)cc2)c4ccccc4-c5ccccc35']","[1, 1]",0
135,"['C(=O)CCCCCCC(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
136,"['C(=O)C(C)(C)C(=O)', 'Oc(cccc1)c1c2c(cccc2)O']","[1, 1]",1
137,"['C(=O)C(C)(C)C(=O)', 'OCC=CCO']","[1, 1]",1
138,"['C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",0
139,"['C(=O)', 'OCCCCCCCCCO']","[1, 1]",0
140,"['C(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
141,"['C(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
142,"['C(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
143,"['C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
144,"['C(=O)COCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",1
145,"['C(=O)COCC(=O)', 'OCCCO']","[1, 1]",1
146,"['C(=O)COCC(=O)', 'OCCCCCCO']","[1, 1]",1
147,"['C(=O)CN(C)CC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
148,"['C(=O)CCCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
149,"['C(=O)CCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",0
150,"['C(=O)CCCCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",1
151,"['C(=O)CCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
152,"['C(=O)CCCCCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
153,"['C(=O)CCC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",0
154,"['C(=O)CN(C)CC(=O)', 'OC(C)C(C)O']","[1, 1]",1
155,"['C(=O)CSCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",0
156,"['C(=O)CCCCCC(=O)', 'OCCCO']","[1, 1]",1
157,"['C(=O)CCC(=O)', 'OCCCCCCCO']","[1, 1]",0
158,"['C(=O)CCCCC(=O)', 'OCCCCO']","[1, 1]",1
159,"['C(=O)CCCCC(=O)', 'OCCCCCCCO']","[1, 1]",0
160,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCO']","[1, 1]",0
161,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCO']","[1, 1]",1
162,"['C(=O)CN(C)CC(=O)', 'OCCCCCCCCO']","[1, 1]",1
163,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
164,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCO']","[1, 1]",0
165,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCO']","[1, 1]",0
166,"['C(=O)CCCCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
167,"['C(=O)CCCCCCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
168,"['C(=O)CCCCCCCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
169,"['C(=O)CCCCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
170,"['C(=O)CCCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
171,"['C(=O)CCCCCCCC(=O)', 'OCC(C)CO']","[1, 1]",0
172,"['C(=O)CCCCCCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",1
173,"['C(=O)CSCC(=O)', 'OCCOCCOCCO']","[1, 1]",1
174,"['C(=O)CCCCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",1
175,"['C(=O)CCCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
176,"['C(=O)CCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
177,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
178,"['C(=O)CCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
179,"['C(=O)CSCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
180,"['C(=O)CC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
181,"['C(=O)CCCCCCCC(=O)', 'OCCSCCO']","[1, 1]",1
182,"['C(=O)CCCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
183,"['C(=O)COCCOCC(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
184,"['C(=O)c(ccc1)cc1C(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
185,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",1
186,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCOCCOCCO']","[1, 1]",0
187,"['C(=O)CCCCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
188,"['C(=O)CCCCCCCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
189,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
190,"['C(=O)CN(C)CC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",1
191,"['C(=O)COCCOCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
192,"['C(=O)COCCOCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",1
193,"['C(=O)COCCOCC(=O)', 'OCC(C)(C)CO']","[1, 1]",1
194,"['C(=O)CCCC(=O)', 'OCC(C)O']","[1, 1]",0
195,"['C(=O)CCCCCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
196,"['C(=O)COCCOCC(=O)', 'OCCCO']","[1, 1]",1
197,"['C(=O)CCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",1
198,"['C(=O)CCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
199,"['C(=O)CCCCCO', 'C(=O)CC(C)O']","[2, 1]",0
200,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
201,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
202,"['C(=O)CCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
203,"['C(=O)CCCCCO', 'C(=O)CCCCO']","[2, 1]",1
204,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CC(C)O']","[2, 1]",0
205,"['C(=O)CCCCO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
206,"['C(=O)CCO', 'C(=O)CCCCO']","[2, 1]",1
207,"['C(=O)CCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
208,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCO']","[2, 1]",1
209,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
210,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
211,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
212,"['C(=O)COC(=O)CO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
213,"['C(=O)CCCC(CCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",1
214,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",0
215,"['C(=O)CCCCC(CCCC)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
216,"['C(=O)CCCCC(CCCC)O', 'C(=O)CC(C)O']","[2, 1]",0
217,"['C(=O)COC(=O)CO', 'C(=O)COC(=O)CO']","[2, 1]",0
218,"['C(=O)c(cc1)ccc1C(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
219,"['C(=O)c(cc1)ccc1C(=O)', ' Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3']","[1, 1]",1
220,"['C(=O)c(cc1)ccc1C(=O)', 'Oc1ccc(cccc2)c2c1c3c(cccc4)c4ccc3O']","[1, 1]",1
221,"['C(=O)c(cccc1)c1C(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",1
222,"['C(=O)c(cccc1)c1C(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
223,"['C(=O)CC(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
224,"['C(=O)CCC(=O)', 'Oc1cc2c(cc1)ccc(c2)O']","[1, 1]",1
225,"['C(=O)CCC(=O)', 'OCCSSCCO']","[1, 1]",1
226,"['C(=O)c(ccc1)cc1C(=O)', 'Oc1ccc(cccc2)c2c1c3c(cccc4)c4ccc3O']","[1, 1]",0
227,"['C(=O)c(ccc1)cc1C(=O)', 'OC(CO1)C2C1C(CO2)O']","[1, 1]",0
228,"['C(=O)c(cc1)ccc1C(=O)', 'OCCC(C)CCO']","[1, 1]",1
229,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",1
230,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",0
231,"['C(=O)CCCCC(=O)', 'Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O']","[1, 1]",0
232,"['C(=O)CCCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
233,"['C(=O)CCCCCCCCC(=O)', 'Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O']","[1, 1]",1
234,"['C(=O)CCCCCCCC(=O)', 'OCC=CCO']","[1, 1]",1
235,"['C(=O)CCCCCCCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",1
236,"['C(=O)CCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
237,"['C(=O)CCCCCCCC(=O)', 'Oc1c(C)cc(cc1(C))C(C)(C)c2cc(C)c(c(C)c2)O']","[1, 1]",1
238,"['C(=O)', 'Oc(cccc1)c1c2c(cccc2)O']","[1, 1]",0
239,"['C(=O)', 'Oc1ccc(cc1)C(C)(c2ccccc2)c3ccc(cc3)O']","[1, 1]",0
240,"['C(=O)COCC(=O)', 'OCCCCCO']","[1, 1]",1
241,"['C(=O)CCCCC(=O)', 'OCC#CCO']","[1, 1]",1
242,"['C(=O)CCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
243,"['C(=O)CCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
244,"['C(=O)CN(C)CC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
245,"['C(=O)COCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
246,"['C(=O)COCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
247,"['C(=O)c(cc1)ccc1C(=O)', 'OCCO']","[1, 1]",0
248,"['C(=O)c1ccc(cc1)C(=O)', 'OCC=CCO']","[1, 1]",0
249,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(C)CO']","[1, 1]",0
250,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
251,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",0
252,"['C(=O)CCCCCCCC(=O)', 'OCCO']","[1, 1]",0
253,"['C(=O)CCCCCCCC(=O)', 'OCCCCCO']","[1, 1]",0
254,"['C(=O)CCCCCC(=O)', 'OCCCCO']","[1, 1]",0
255,"['C(=O)CCCC(=O)', 'OCCO']","[1, 1]",1
256,"['C(=O)CCCCCCCC(=O)', 'OCCCCCCCCO']","[1, 1]",0
257,"['C(=O)CCCC(=O)', 'OCCCO']","[1, 1]",1
258,"['C(=O)CCCC(=O)', 'OCCCCCCCO']","[1, 1]",0
259,"['C(=O)CCCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
260,"['C(=O)c(ccc1)cc1C(=O)', 'OCCC(C)CCO']","[1, 1]",0
261,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCCO']","[1, 1]",0
262,"['C(=O)CN(C)CC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
263,"['C(=O)CN(C)CC(=O)', 'OCCCCCO']","[1, 1]",1
264,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCCO']","[1, 1]",0
265,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCCCCCCO']","[1, 1]",0
266,"['C(=O)CCCCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",1
267,"['C(=O)CCCCCCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
268,"['C(=O)CCCCCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
269,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCO']","[1, 1]",0
270,"['C(=O)CSCC(=O)', 'OCC(C)CO']","[1, 1]",1
271,"['C(=O)CCCC(=O)', 'OCCOCCO']","[1, 1]",1
272,"['C(=O)CCCCCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",0
273,"['C(=O)CCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
274,"['C(=O)CCCCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
275,"['C(=O)CSCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
276,"['C(=O)CCCCCCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
277,"['C(=O)C(CC1)CCC1C(=O)', 'OCCSCCO']","[1, 1]",1
